id,name,gender,birth,nationality
894,"Charoux, Siegfried",Male,1896,Austria
2346,"Chase, William",Male,1878,
2222,"Chatelain, Jean Baptiste Claude",Male,1710,United Kingdom
11461,"Chaves, Raimond",Male,1963, D.C.
895,"Cheese, Bernard",Male,1925,United Kingdom
896,"Cheese, Chloe",Female,1952,United Kingdom
7298,"Chen, Zhen",Male,1955,China
15351,"Chernysheva, Olga",Female,1962,Russia
94,"Chéron, Louis",Male,1660,
897,"Cheston, Charles",Male,1882,United Kingdom
898,"Cheston, Evelyn",Female,1875,United Kingdom
12108,"Chetwynd, Spartacus",Female,1973,United Kingdom
899,"Chia, Sandro",Male,1946,Italy
900,"Chighine, Alfredo",Male,1914,Italy
901,"Chillida, Eduardo",Male,1924,Spain
2743,Chinese School 18th century,,1700,
92,"Chinnery, George",Male,1774,United Kingdom
3151,"Chodzko, Adam",Male,1965,United Kingdom
14735,"Choucair, Saloua Raouda",Female,1916, Al-Lubnan
903,"Chowne, Gerard",Male,1875,India
904,"Christie, John",Male,1945,
905,Christo,Male,1935, Bulgaria
907,"Churchill, Sir Winston",Male,1874,United Kingdom
93,"Churchyard, Thomas",Male,1798,United Kingdom
908,"Ciardi, Emma",Female,1879,Italy
12556,"Cidade, Marcelo",Male,1979,
3086,"Cinicolo, Donato",Male,,
2485,"Cipriani, Giovanni Battista",Male,1727,Italy
4599,"City Racing (Matt Hale; Paul Noble, born 1963; John Burgess; Keith Coventry, born 1958; Peter Owen)",Male,1988,
909,"Ciuha, Joze",Male,1924,Slovenia
95,"Clark, Joseph",Male,1834,United Kingdom
910,"Clark, Judy",Female,1949,United Kingdom
7714,"Clark, Lygia",Female,1920, Brasil
914,"Clarke Hall, Lady Edna",Female,1879,United Kingdom
911,"Clarke, Brian",Male,1953,United Kingdom
912,"Clarke, Geoffrey",Male,1924,United Kingdom
913,"Clarke, Graham",Male,1941,United Kingdom
915,"Clatworthy, Robert",Male,1928,United Kingdom
96,"Clausen, Sir George",Male,1852,United Kingdom
916,"Clavé, Antoni",Male,1913,Spain
9805,"Claydon, Steven",Male,1969,United Kingdom
10518,"Cleijne, Edgar",Male,1963, Nederland
917,"Clemente, Francesco",Male,1952,Italy
918,"Clemente, Jack",Male,1926,Italy
2230,"Clennell, Luke",Male,1781,United Kingdom
2261,"Cleyn, Francis",Male,1582,Germany
97,"Clint, Alfred",Male,1807,United Kingdom
98,"Clint, George",Male,1770,United Kingdom
919,"Clinton, Margery",Female,1931,
920,"Close, Chuck",Male,1940,United States
8659,"Closterman, John",Male,1660,Germany
921,"Clough, Prunella",Female,1919,United Kingdom
15549,"Cluett, Shelagh",Female,1947,United Kingdom
922,"Coates, George",Male,1869, Australia
923,"Cockram, George",Male,1861,United Kingdom
924,"Cohen, Bernard",Male,1933,United Kingdom
925,"Cohen, Harold",Male,1928,United Kingdom
16113,"Cohen, Lynne",Female,1944,United States
926,"Coker, Peter",Male,1926,United Kingdom
927,"Coldstream, Sir William",Male,1908,United Kingdom
2688,"Coldwell, Paul",Male,1952,United Kingdom
99,"Cole, George Vicat",Male,1833,United Kingdom
2629,"Cole, T",Male,,
2375,"Coleman, James",Male,1941,Ireland
928,"Colescott, Warrington",Male,1921,United States
929,"Colla, Ettore",Male,1896,Italy
16339,"Collein, Edmund",Male,1906,Germany
2418,"Collet, John",Male,1725,United Kingdom
12039,"Collier, Anne",Female,1970,United States
100,"Collier, Edward",Male,1662, Nederland
101,"Collier, The Hon. John",Male,1850,United Kingdom
102,"Collier, Thomas",Male,1840,United Kingdom
2486,"Collings, Samuel",Male,1784,
930,"Collins, Cecil",Male,1908,United Kingdom
103,"Collins, Charles",Male,1680,
104,"Collins, Charles Allston",Male,1828,United Kingdom
2405,"Collins, Elisabeth",Female,1904,United Kingdom
2363,"Collins, Hannah",Female,1956,United Kingdom
5468,"Collins, Phil",Male,1970,United Kingdom
105,"Collins, William",Male,1788,United Kingdom
2214,"Collinson, James",Male,1825,United Kingdom
2588,"Collishaw, Mat",Male,1966,United Kingdom
106,"Colman, Samuel",Male,1780,
16205,"Colone, Adam de",Male,1572,United Kingdom
931,"Colquhoun, Ithell",Female,1906,India
932,"Colquhoun, Robert",Male,1914,United Kingdom
933,"Colton, William Robert",Male,1867,France
2270,"Colverson, Ian",Male,1940,United Kingdom
13197,"Colvin, Calum",Male,1961,United Kingdom
934,"Conder, Charles",Male,1868,United Kingdom
935,"Connard, Philip",Male,1875,United Kingdom
936,"Consagra, Pietro",Male,1920,Italy
16340,"Consemüller, Erich",Male,1902,Germany
107,"Constable, George",Male,1792,United Kingdom
108,"Constable, John",Male,1776,United Kingdom
109,"Constable, Lionel Bicknell",Male,1828,United Kingdom
937,Constant,Male,1920, Nederland
938,"Cook, Barrie",Male,1929,United Kingdom
9357,"Cook, Richard",Male,1947,United Kingdom
2487,"Cook, William, of Plymouth",Male,1877,
110,"Cooke, Edward William",Male,1811,United Kingdom
2603,"Cooke, Jean",Female,1927,United Kingdom
6788,"Cooke, Nigel",Male,1973,United Kingdom
111,"Cooper, Abraham",Male,1787,United Kingdom
939,"Cooper, Austin",Male,1890, Canada
2563,"Cooper, George",Male,1792,
940,"Cooper, Gerald",Male,1899,
2419,"Cooper, Richard, Junior",Male,1740,United Kingdom
3807,"Cooper, Samuel",,1609,
4744,"Cooper, Thomas Joshua",Male,1946,United States
112,"Cooper, Thomas Sidney",Male,1803,United Kingdom
2353,"Coplans, John",Male,1920,United Kingdom
113,"Copley, John Singleton",Male,1738,United States
941,"Copley, William N.",Male,1919,United States
15617,"Coppola, Horacio",Male,1906, Argentina
114,"Corbet, Matthew Ridley",Male,1850,United Kingdom
2488,"Corbould, Richard",Male,1757,United Kingdom
2392,"Cordell, Magda",Female,1921,Hungary
942,"Cordery, Don",Male,1942,United Kingdom
943,"Corinth, Lovis",Male,1858,Russia
944,"Corker, Douglas",Male,1939,United Kingdom
945,"Corneille, Guillaume",Male,1922,Belgium
946,"Cornell, Joseph",Male,1903,United States
2315,"Cosway, Richard",Male,1742,United Kingdom
115,"Cotes, Francis",Male,1726,United Kingdom
2710,"Cotman, John Joseph",Male,1814,United Kingdom
116,"Cotman, John Sell",Male,1782,United Kingdom
2489,"Cotman, Miles Edmund",Male,1810,
947,"Cottingham, Robert",Male,1935,United States
948,"Couderc, Gabriel",Male,1905,France
6245,"Coventry, Keith",Male,1958,United Kingdom
949,"Cowie, James",Male,1886,United Kingdom
950,"Cowper, Frank Cadogan",Male,1877,United Kingdom
117,"Cox, David",Male,1783,United Kingdom
951,"Cox, Stephen",Male,1946,United Kingdom
952,"Coxon, Raymond",Male,1896,United Kingdom
118,"Cozens, Alexander",Male,1717,Russia
119,"Cozens, John Robert",Male,1752,United Kingdom
2291,"Cradock, Marmaduke",Male,1660,United Kingdom
953,"Cragg, Tony",Male,1949,United Kingdom
954,"Craig, Frank",Male,1874,United Kingdom
955,"Craig-Martin, Michael",Male,1941,Ireland
120,"Cranch, John",Male,1751,United Kingdom
121,"Crane, Walter",Male,1845,United Kingdom
956,"Crawford, Susan",Female,1941,United Kingdom
957,"Crawhall, Joseph",Male,1861,United Kingdom
958,"Craxton, John",Male,1922,United Kingdom
959,"Cree, Janet",Female,1910,United Kingdom
2760,"Creed, Martin",Male,1968,United Kingdom
2262,"Creffield, Dennis",Male,1931,United Kingdom
122,"Creswick, Thomas",Male,1811,United Kingdom
960,"Crippa, Roberto",Male,1921,Italy
11952,"Crisp, Fiona",Female,1966,United Kingdom
123,"Cristall, Joshua",Male,1767,United Kingdom
961,"Critchlow, Keith",Male,1933,United Kingdom
126,"Crome, John",Male,1768,United Kingdom
125,"Crome, John Berney",Male,1794,United Kingdom
2357,"Cross, Dorothy",Female,1956,Ireland
2490,"Crotch, Dr William",Male,1775,United Kingdom
962,"Crotti, Jean",Male,1878,Switzerland
2420,"Crowe, Eyre",Male,1824,United Kingdom
17450,"Crozier, William",Male,1930,United Kingdom
127,"Cruikshank, George",Male,1792,United Kingdom
963,"Crutchfield, William",Male,1932,United States
964,"Cruz-Diez, Carlos",Male,1923, Venezuela
13142,"Cruzvillegas, Abraham",Male,1968, México
2215,"Cucchi, Enzo",Male,1949,Italy
11699,"Cuevas, Minerva",Female,1975,
2421,"Cuitt, George, Junior",Male,1779,United Kingdom
965,"Cuixart, Modestos",Male,1925,Spain
12042,"Cullen, Martin",Male,1967,United Kingdom
128,"Cumberland, George",Male,1754,United Kingdom
966,"Cundall, Charles",Male,1890,United Kingdom
967,"Cundell, Nora L.M.",Female,1889,United Kingdom
8786,"Cunha, Alexandre da",Male,1969, Brasil
11820,"Curlet, François",Male,1967,
968,"Currie, John S.",Male,1884,United Kingdom
7462,"Currie, Ken",Male,1960,United Kingdom
2694,"Currin, John",Male,1962,United States
2736,"Curtis, Layla",Female,1975,United Kingdom
969,"Cutts, Simon",Male,1944,United Kingdom
14581,"Cytter, Keren",Female,1977,Israel
2636,"Dacre, Lady",Female,,
14983,Dadamaino,Female,1935,Italy
129,"Dadd, Frank",Male,1851,United Kingdom
130,"Dadd, Richard",Male,1817,United Kingdom
970,"Daglish, Peter",Male,1930,United Kingdom
2292,"Dahl, Michael",Male,1659,Sweeden
971,"Dalí, Salvador",Male,1904,Spain
131,"Dall, Nicholas Thomas",Male,1748, Danmark
973,"Dalou, Jules",Male,1838,France
2422,"Dalton, Richard",Male,1715,United Kingdom
4611,"Dalwood, Dexter",Male,1960,United Kingdom
974,"Dalwood, Hubert",Male,1924,United Kingdom
133,"Dalziel, Edward",Male,1817,United Kingdom
132,"Dalziel, Edward Gurden",Male,1849,United Kingdom
134,"Dalziel, Thomas",Male,1823,United Kingdom
2553,"Damer, Anne Seymour",Female,1748,United Kingdom
135,"Danby, Francis",Male,1793,Ireland
2423,"Dance, George",Male,1741,United Kingdom
136,"Dance-Holland, Sir Nathaniel",Male,1735,United Kingdom
137,"Daniell, Thomas",Male,1749,United Kingdom
138,"Daniell, William",Male,1769,United Kingdom
975,"Daniels, Harvey",Male,1936,United Kingdom
7349,"Daniëls, René",Male,1950, Nederland
12114,"Dant, Adam",Male,1967,United Kingdom
976,"Darboven, Hanne",Female,1941,Germany
2241,"D'Arcangelo, Allan",Male,1930,United States
2267,"Davenport, Ian",Male,1966,United Kingdom
2295,"Davey, Grenville",Male,1961,United Kingdom
14881,"Davey, Moyra",Female,1958, Canada
978,"David, Allen",Male,1926,India
8314,"David, Enrico",Male,1966,Italy
13353,"Davidson, Bruce",Male,1933,United States
979,"Davie, Alan",Male,1920,United Kingdom
980,"Davies, John",Male,1946,United Kingdom
2667,"Davies, Peter",Male,1970,United Kingdom
2491,"Davis, Edward Thompson, of Worcester",Male,1833,United Kingdom
981,"Davis, Gene",Male,1920,United States
139,"Davis, Henry William Banks",Male,1833,United Kingdom
140,"Davis, John Scarlett",Male,1804,United Kingdom
2285,"Davis, Lady",Female,1866,United Kingdom
982,"Davis, Ron",Male,1937,United States
2381,"Davis, Stuart",Male,1894,United States
141,"Davis, William",Male,1812,Ireland
983,"Davison, Francis",Male,1919,United Kingdom
142,"Dawe, George",Male,1781,
984,"Daws, Lawrence",Male,1927, Australia
143,"Dayes, Edward",Male,1763,United Kingdom
734,"De Belleroche, Count Albert",Male,1864,United Kingdom
902,"De Chirico, Giorgio",Male,1888,Greece
985,"De Francia, Peter",Male,1921,France
2192,"De Glehn, Wilfred Gabriel",Male,1870,United Kingdom
1219,"De Grey, Sir Roger",Male,1918,United Kingdom
1385,"De Karlowska, Stanislawa",Female,1876,Poland
145,"De Loutherbourg, Philip James",Male,1740,Switzerland
1556,"De Maistre, Roy",Male,1894, Australia
2354,"De Monchaux, Cathy",Female,1960,United Kingdom
1850,"De Rivera, José",Male,1904,United States
148,"De Wint, Peter",Male,1784,United Kingdom
2492,"Deacon, James",Male,1710,
986,"Deacon, Richard",Male,1949,United Kingdom
987,"Dean, Catherine",Female,1905,United Kingdom
2675,"Dean, Tacita",Female,1965,United Kingdom
2282,"Deeble, W.",Male,1819,
988,"Degas, Edgar",Male,1834,France
989,"Dehn, Adolf",Male,1895,United States
990,"Dekkers, Ad",Male,1938, Nederland
14771,"Delahaye, Luc",Male,1962,France
144,"Delamotte, William Alfred",Male,1775,United Kingdom
991,"DeLap, Tony",Male,1927,United States
992,"Delaunay, Robert",Male,1885,France
993,"Delaunay, Sonia",Female,1885,Ukraine
3034,"Deller, Jeremy",Male,1966,United Kingdom
994,"Delvaux, Paul",Male,1897,
2641,"Demand, Thomas",Male,1964,Germany
995,"Demnig, Gunter",Male,1947,Germany
2493,"Denham, John Charles",Male,1796,
5669,"Deni, Viktor",,1893,
2598,"Denis, Dominic",Male,1963,United Kingdom
2647,"Denner, Balthasar",Male,1685,Germany
2294,"Dennis, Jeffrey",Male,1958,United Kingdom
997,"Denny, Robyn",Male,1930,United Kingdom
2242,"Dentith, Henry",Male,1931,United Kingdom
998,"Derain, André",Male,1880,France
146,"Des Granges, David",Male,1611,United Kingdom
999,"Desnoyer, François",Male,1894,France
1000,"Despiau, Charles",Male,1874,France
1001,"Devas, Anthony",Male,1911,United Kingdom
147,"Deverell, Walter Howell",Male,1827,United States
2223,"Devis, Anthony",Male,1729,United Kingdom
2799,"Devis, Arthur",Male,1711,United Kingdom
2542,"Devoto, John",Male,1708,
6327,"di Suvero, Mark",Male,1933,China
6218,"Diaz Morales, Sebastian",Male,1975, Argentina
1002,"Dibbets, Jan",Male,1941, Nederland
1003,"Dick, Sir William Reid",Male,1878,United Kingdom
2645,"Dickenson, Mark",Male,1972,
149,"Dicksee, Sir Frank",Male,1853,United Kingdom
1004,"Diebenkorn, Richard",Male,1922,United States
12631,"Dietman, Erik",Male,1937,Sweeden
150,"Dighton, William Edward",Male,1822,
2666,"Dijkstra, Rineke",Female,1959, Nederland
1005,"Dillon, Michael",Male,1941,
1006,"Dilworth, Norman",Male,1931,United Kingdom
1007,"Dimitrienko, Pierre",Male,1925,France
1008,"Dimitrijevic, Braco",Male,1948,Bosnien-Hercegovina
1009,"Dine, Jim",Male,1935,United States
1010,"Dinkel, Ernest M.",Male,1894,United Kingdom
2789,"Dion, Mark",Male,1961,United States
1011,"Disler, Martin",Male,1949,Switzerland
1012,"Dismorr, Jessica",Female,1885,United Kingdom
6758,"Dittborn, Eugenio",Male,1943, Chile
1013,"Dixon, Harry",Male,1861,United Kingdom
151,"Dixon, William",Male,1784,
1014,"Dobson, Frank",Male,1888,United Kingdom
153,"Dobson, William",Male,1611,United Kingdom
152,"Dobson, William Charles Thomas",Male,1817,
1015,"Dodd, Francis",Male,1874,United Kingdom
1016,"Dodgson, John",Male,1890, Pakistan
1017,"Doesburg, Theo van",Male,1883, Nederland
2732,"Doherty, Willie",Male,1959,Ireland
2361,"Doig, Peter",Male,1959,United Kingdom
1018,"Domjan, Joseph",Male,1907,Hungary
1019,"Donagh, Rita",Female,1939,United Kingdom
154,"Donaldson, Andrew Brown",Male,1840,United Kingdom
1020,"Donaldson, Antony",Male,1939,United Kingdom
8143,"Donnelly, Trisha",Female,1974,United States
1021,"Dorazio, Piero",Male,1927,Italy
1022,"Dörflinger, Johannes",Male,1941,Germany
2589,"Doron, Itai",Male,1967,Israel
2208,"D'Orsay, Count Alfred",Male,1801,
1023,"Dotremont, Christian",Male,1922,Belgium
1024,"Dottori, Gerardo",Male,1884,Italy
1025,"Doubleday, John",Male,1947,United Kingdom
155,"Doughty, William",Male,1757,United Kingdom
156,"Douglas, Edwin",Male,1848,United Kingdom
157,"Douglas, Sir William Fettes",Male,1822,United Kingdom
3038,"Douglas, Stan",Male,1960, Canada
1026,"Dova, Gianni",Male,1925,Italy
158,"Downard, Ebenezer Newman",Male,1849,United Kingdom
13086,"Downey, Juan",,1940,
159,"Downman, John",Male,1750,United Kingdom
1027,"Downsbrough, Peter",Male,1940,United States
2350,"Downton, John",Male,1906,United Kingdom
1028,"Doyle, John",Male,1928,
160,"Doyle, John",Male,1797,Ireland
2424,"Doyle, Richard",Male,1824,United Kingdom
1029,"Draper, Herbert",Male,1863,United Kingdom
161,"Dressler, Conrad",Male,1856,United Kingdom
1030,"Drever, Timothy",Male,1935,United Kingdom
17320,"Drew, Leonardo",Male,1961,United States
1031,"Droungas, Achilles",Male,1940,Greece
8089,"Drtikol, František",Male,1883,The Czech Republic
1032,"Drummond, Malcolm",Male,1880,United Kingdom
163,"Drury, Alfred",Male,1856,United Kingdom
1033,"Drysdale, Russell",Male,1912,United Kingdom
2679,"Du Bois, Simon",Male,1632,Belgium
1034,"Dubsky, Mario",Male,1939,United Kingdom
1035,"Dubuffet, Jean",Male,1901,France
1036,"Duchamp, Marcel",Male,1887,France
1037,"Duchamp-Villon, Raymond",Male,1876,France
1045,"Dufresne, Charles",Male,1876,France
1038,"Dufy, Raoul",Male,1877,France
1039,"Dugdale, Thomas",Male,1880,United Kingdom
1040,"Dugger, John",Male,1948,United States
12074,"Dughet, Gaspard",,1615,
2407,"Dumas, Marlene",Female,1953, South Africa
1041,"Dunbar, Evelyn",Female,1906,United Kingdom
2284,"Duncombe, Susanna",Female,1725,
2279,"Dunham, Carroll",Male,1949,United States
2619,"Dunker, Balthazar Anton",Male,1746,Germany
1042,"Dunlop, Ronald Ossory",Male,1894,United Kingdom
1043,"Dunoyer de Segonzac, André",Male,1884,France
1044,"Dunstan, Bernard",Male,1920,United Kingdom
162,"Dupont, Gainsborough",Male,1754,
9914,"Durant, Sam",Male,1961,United States
11953,"Durham, Jimmie",Male,1940,United States
1046,"Durrant, Jennifer",Female,1942,United Kingdom
1047,"Durst, Alan L.",Male,1883,United Kingdom
164,"Dyce, William",Male,1806,United Kingdom
6860,"Dzama, Marcel",Male,1974, Canada
1048,"Dzamonja, Dusan",Male,1928,Macedonia
1049,"Eardley, Joan",Female,1921,United Kingdom
16658,"Earnshaw, Anthony",Male,1924,United Kingdom
165,"East, Sir Alfred",Male,1849,United Kingdom
166,"Eastlake, Sir Charles Lock",Male,1793,United Kingdom
3096,"Edmier, Keith",Male,1967,United States
167,"Edridge, Henry",Male,1769,United Kingdom
168,"Edwards, Edwin",Male,1823,United Kingdom
1050,"Edwards, Jeffery",Male,1945,
2252,"Edwards, Sylvia",Female,1937,United States
169,"Egg, Augustus Leopold",Male,1816,United Kingdom
170,"Egley, William Maw",Male,1826,United Kingdom
1051,"Ehrlich, Georg",Male,1897,Austria
5239,"Eliasson, Olafur",Male,1967, Danmark
10751,"Elkoussy, Hala",Female,1974,Egypt
1053,"Elliott, Geoffrey",Male,1935,United Kingdom
171,"Elmore, Alfred",Male,1815,Ireland
16988,"El-Salahi, Ibrahim",Male,1930,Sudan
8145,"Eluard, Nusch",Female,1906,France
8147,"Eluard, Paul",Male,1895,France
1054,"Elwell, Frederick W.",Male,1870,United Kingdom
1055,"Elwyn, John",Male,1916,United Kingdom
1056,"Emanuel, Frank L.",Male,1865,United Kingdom
1057,"Emett, Rowland",Male,1906,United Kingdom
1058,"Emilian, Céline",Female,1902,France
2590,"Emin, Tracey",Female,1963,United Kingdom
14475,"Eneroth, Joakim",Male,1969,Sweeden
1059,"Engelbach, Florence",Female,1872,Spain
12112,"English, Simon",Male,1959,
1060,"Ensor, James",Male,1860,Belgium
13597,"Epstein, Mitch",Male,1952,United States
1061,"Epstein, Sir Jacob",Male,1880,United States
1062,"Erlanger, Rodolphe d'",Male,1872,France
1063,"Erma, Thomas",Male,1939,Estonia
1064,"Ernest, John",Male,1922,United States
1065,"Ernst, Max",Male,1891,Germany
15851,"Errazuriz, Paz",Female,1944, Chile
1066,Erté,Male,1892,Russia
12043,"Erwitt, Elliot",Male,1928,France
13676,"Eskandarfar, Samira",Female,1980, Îran
4831,"Espaliú, Pepe",Male,1955,Spain
14308,"Espinoza, Eugenio",,1950,
3028,"Essenhigh, Inka",Female,1969,United States
2628,"Essex, Lord",Male,,
1067,"Estes, Richard",Male,1936,United States
1068,"Estève, Maurice",Male,1904,France
1069,"Etchells, Frederick",Male,1886,United Kingdom
7080,"Ethridge, Roe",Male,1969,United States
1070,"Etrog, Sorel",Male,1933,Romania
172,"Etty, William",Male,1787,United Kingdom
1071,"Eurich, Richard",Male,1903,United Kingdom
1072,"Evans, Garth",Male,1934,United Kingdom
3246,"Evans, Jason",Male,1968,United Kingdom
1073,"Evans, Merlyn Oliver",Male,1910,United Kingdom
2224,"Evans, Sebastian",Male,1830,
1074,"Eves, Reginald G",Male,1876,United Kingdom
12939,"Ewan, Ruth",Female,1980,United Kingdom
173,"Eworth, Hans",Male,1540,Belgium
6411,"EXPORT, VALIE",Female,1940,Austria
1075,"Eyton, Anthony",Male,1923,United Kingdom
1076,"Fabro, Luciano",Male,1936,Italy
174,"Faed, Thomas",Male,1826,United Kingdom
175,"Fagan, Robert",Male,1745,United Kingdom
4773,"Fahlström, Öyvind",Male,1928, Brasil
2591,"Fairhurst, Angus",Male,1966,United Kingdom
1077,"Fairweather, Ian",Male,1891,United Kingdom
1078,"Falkenstein, Claire",Female,1909,United States
1079,"Fantin-Latour, Henri",Male,1836,France
176,"Farington, Joseph",Male,1747,United Kingdom
10350,"Farmer, Geoffrey",Male,1967, Canada
177,"Farquharson, David",Male,1839, Australia
178,"Farquharson, Joseph",Male,1847,United Kingdom
1080,"Farreras, Francisco",Male,1927,Spain
10200,"Fast, Omer",Male,1972,Israel
1081,"Fautrier, Jean",Male,1898,France
1082,"Fazzini, Pericle",Male,1913,Italy
1083,"Fearon, Hilda",Female,1878,United Kingdom
1084,"Fedden, Mary",Female,1915,United Kingdom
2677,"Federle, Helmut",Male,1944,Switzerland
1085,"Fehr, Henry C",Male,1867,United Kingdom
1086,"Feibusch, Hans",Male,1898,Germany
13198,"Feiler, Jo",Female,1951,United States
1087,"Feiler, Paul",Male,1918,Germany
12632,"Feldmann, Hans-Peter",Male,1941,Germany
1088,"Fell, Sheila",Female,1931,United Kingdom
179,"Ferguson, William Gow",Male,1633,United Kingdom
1089,"Fergusson, J.D.",Male,1874,United Kingdom
180,"Ferneley, John, I",Male,1782,United Kingdom
181,"Ferneley, John, II",Male,1815,United Kingdom
10613,"Ferrari, León",Male,1920, Argentina
2310,"Ferrers, Benjamin",Male,1695,
6842,"Ferris, Dee",Female,1973,United Kingdom
1090,"Few, Elsie",Female,1909,Jamaica
182,"Fielding, Anthony Vandyke Copley",Male,1787,United Kingdom
2607,"Fielding, Brian",Male,1933,United Kingdom
1091,"Fijalkowski, Stanislaw",Male,1922,Poland
183,"Fildes, Sir Luke",Male,1843,United Kingdom
2425,"Finch, Francis Oliver",Male,1802,United Kingdom
2255,"Finden, William",Male,1787,United Kingdom
1092,"Fine, Lois",Female,1931,
5287,"Fini, Leonor",Female,1908, Argentina
4817,"Finn, Michael",Male,1921,United Kingdom
1094,"Finnie, John",Male,1935,
4745,"Finn-Kelcey, Rose",Female,1945,United Kingdom
2757,"Fischli, Peter",Male,1952,Switzerland
1095,"Fisher, Brian",Male,1939,
1096,"Fisher, Joel",Male,1947,United States
184,"Fisher, Mark",Male,1841,United States
1097,"Fisher, Melton",Male,1859,United Kingdom
1098,"Fisher, Roy",Male,1930,
1099,"Fitton, James",Male,1899,United Kingdom
185,"Fitzgerald, John Anster",Male,1819,
1100,"Flanagan, Barry",Male,1941,United Kingdom
1101,"Flavin, Dan",Male,1933,United States
186,"Flaxman, John",Male,1755,United Kingdom
11826,"Fleury, Lili",Female,1964,
187,"Florence, Mary Sargant",Male,1857,United Kingdom
2761,"Floyer, Ceal",Female,1968, Pakistan
188,"Foley, John Henry",Male,1818,Ireland
1102,"Fontana, Lucio",Male,1899, Argentina
1103,"Forain, Jean-Louis",Male,1852,France
189,"Forbes, Elizabeth",Female,1859, Canada
190,"Forbes, Stanhope Alexander",Male,1857,Ireland
1104,"Forbes, Vivian",Female,1891,United Kingdom
1105,"Forbes-Robertson, Eric",Male,1865,United Kingdom
191,"Ford, Edward Onslow",Male,1852,United Kingdom
2733,"Ford, Laura",Female,1961,United Kingdom
1106,"Ford, Mary",Female,1946,
2260,"Förg, Günther",Male,1952,Germany
1107,"Forge, Andrew",Male,1923,United Kingdom
10692,"Forsyth, Iain",Male,1973,United Kingdom
11360,"Fosso, Samuel",Male,1962, Cameroun
192,"Foster, Myles Birket",Male,1825,United Kingdom
2495,"Foster, William",Male,1772,
2772,"Fougeron, André",Male,1913,France
9061,"Fowler, Luke",Male,1978,United Kingdom
1108,"Fox Pitt, Douglas",Male,1864,United Kingdom
3889,"Foxton, Simon",Male,1961,
1109,"Fraenkel, Elsa",Female,1892,Germany
1110,"Frampton, Edward Reginald",Male,1872,United Kingdom
1112,"Frampton, Meredith",Male,1894,United Kingdom
1111,"Frampton, Sir George",Male,1860,United Kingdom
2565,"Francia, François Louis Thomas",Male,1772,France
2311,"Francis, Mark",Male,1962,United Kingdom
1113,"Francis, Sam",Male,1923,United States
5275,"Frank, Robert",Male,1924,Switzerland
1114,"Frankenthaler, Helen",Female,1928,United States
193,"Fraser, Alexander",Male,1786,United Kingdom
9439,"Fraser, Andrea",Female,1965,United States
1115,"Fraser, Claud Lovat",Male,1890,United Kingdom
1116,"Freedman, Barnett",Male,1901,United Kingdom
2712,"Freedman, Carl",Male,1965,
1117,"Freiles, Antonio",Male,1943,
1118,"Frélaut, Jean",Male,1879,France
2330,French School 18th century,,1700,
2744,French School 19th century,,1800,
1119,"Frenkel, Vera",Female,1938, Slovenská Republika
1120,"Freud, Lucian",Male,1922,Germany
1121,"Friedenson, Arthur",Male,1872,United Kingdom
5293,"Friedlander, Lee",Male,1934,United States
1122,"Friend, Ian",Male,1951,United Kingdom
1123,"Friesz, Othon",Male,1879,France
1124,"Frink, Dame Elisabeth",Female,1930,United Kingdom
2426,"Fripp, Alfred Downing",Male,1822,United Kingdom
2427,"Fripp, George Arthur",Male,1813,
194,"Frith, William Powell",Male,1819,United Kingdom
2388,"Frize, Bernard",Male,1949,France
1125,"Frohner, Adolf",Male,1934,Austria
1126,"Frost, Sir Terry",Male,1915,United Kingdom
195,"Frost, William Edward",Male,1810,United Kingdom
1127,"Froy, Martin",Male,1926,United Kingdom
1128,"Fry, Anthony",Male,1927,United Kingdom
1129,"Fry, Roger",Male,1866,United Kingdom
2265,"Frye, Thomas",Male,1710,Ireland
1130,"Fuchs, Emil",Male,1866,Austria
17414,"Fukushima, Hideko",Female,1927,
1131,"Fullard, George",Male,1923,United Kingdom
196,"Fuller, Isaac",Male,1606,Germany
1132,"Fuller, Sue",Female,1914,United States
197,"Fulleylove, John",Male,1845,United Kingdom
1133,"Fulton, Hamish",Male,1946,United Kingdom
13623,"Furlong, William",Male,1944,United Kingdom
1134,"Furse, Charles Wellington",Male,1868,United Kingdom
198,"Fuseli, Henry",Male,1741,Switzerland
1135,"Fussell, Michael",Male,1927,United Kingdom
1136,"Fyzee-Rahamin, Samuel",Male,1880,India
8313,"Gaba, Meschac",Male,1961, Bénin
2790,"Gabie, Neville",Male,1959, South Africa
1137,"Gabo, Naum",Male,1890, Belarus
199,"Gainsborough, Thomas",Male,1727,United Kingdom
200,"Gale, William",Male,1823,United Kingdom
2658,"Gallaccio, Anya",Female,1963,United Kingdom
9553,"Gallagher, Ellen",Female,1965,United States
11460,"Gamarra, Sandra",Female,1972, Perú
9102,"Gander, Ryan",Male,1976,United Kingdom
6876,"Garaicoa, Carlos",Male,1967, Cuba
1139,"Garbe, Richard",Male,1876,United Kingdom
10370,"Garcia Torres, Mario",Male,1975, México
1140,"Gardiner, Clive",Male,1891,United Kingdom
201,"Gardner, Daniel",Male,1750,United Kingdom
1141,"Garet, Jedd",Male,1955,United States
202,"Garrard, George",Male,1760,United Kingdom
203,"Garstin, Norman",Male,1847,Ireland
1142,"Gascoyne, David",Male,1916,United Kingdom
2696,"Gaskell, Anna",Female,1969,United States
204,"Gastineau, Henry",Male,1791,
